Cakupan,UHH,HLS,RLS,Pengeluaran,IPM,Tahun
KABUPATEN WONOSOBO,72.4,11.81,6.9,11980.0,69.82,2024
KABUPATEN MAGELANG,74.45,12.62,7.83,10926.0,71.99,2024
KABUPATEN BOYOLALI,76.44,12.67,8.17,14195.0,75.96,2024
KABUPATEN KLATEN,77.3,13.43,9.29,13513.0,78.16,2024
KABUPATEN SUKOHARJO,78.01,13.92,10.01,12758.0,79.3,2024
KABUPATEN WONOGIRI,76.84,12.61,7.68,10634.0,72.55,2024
KABUPATEN KARANGANYAR,77.91,13.73,9.26,12732.0,78.11,2024
KABUPATEN SRAGEN,76.18,12.93,7.88,13890.0,75.53,2024
KABUPATEN GROBOGAN,75.24,12.48,7.29,11548.0,72.02,2024
KABUPATEN BLORA,74.84,12.6,7.26,10926.0,71.39,2024
KABUPATEN REMBANG,74.97,12.3,7.73,11830.0,72.53,2024
KABUPATEN PATI,76.56,12.98,7.82,11829.0,74.1,2024
KABUPATEN KUDUS,77.08,13.28,9.35,12533.0,77.22,2024
KABUPATEN JEPARA,76.21,12.86,8.27,11729.0,74.32,2024
KABUPATEN DEMAK,75.79,13.36,8.28,11591.0,74.57,2024
KABUPATEN SEMARANG,76.14,13.06,8.16,13377.0,75.67,2024
KABUPATEN TEMANGGUNG,75.95,12.62,7.53,10519.0,71.87,2024
KABUPATEN KENDAL,74.73,13.0,7.74,13277.0,74.34,2024
KABUPATEN BATANG,75.03,12.17,7.08,10919.0,70.74,2024
KABUPATEN PEKALONGAN,74.0,12.46,7.48,11701.0,71.84,2024
KABUPATEN PEMALANG,73.99,12.02,6.56,10017.0,68.55,2024
KABUPATEN TEGAL,72.16,12.96,7.36,10972.0,70.77,2024
KABUPATEN BREBES,70.29,12.45,6.41,11389.0,68.46,2024
KOTA MAGELANG,77.53,14.62,11.43,13619.0,82.15,2024
KOTA SURAKARTA,77.9,15.07,11.25,16291.0,84.4,2024
KOTA SALATIGA,78.26,15.46,11.48,17096.0,85.72,2024
KOTA SEMARANG,78.24,15.57,11.05,16990.0,85.25,2024
KOTA PEKALONGAN,74.8,12.89,9.34,14547.0,77.22,2024
KOTA TEGAL,74.87,13.25,9.28,14358.0,77.43,2024
KABUPATEN KULON PROGO,75.41,14.49,9.2,10990.0,76.14,2024
KABUPATEN BANTUL,74.17,15.63,9.81,16851.0,81.74,2024
KABUPATEN GUNUNG KIDUL,74.35,13.4,7.35,10630.0,71.89,2024
KABUPATEN SLEMAN,75.29,16.79,11.33,17586.0,85.61,2024
KOTA YOGYAKARTA,75.11,17.66,12.12,20603.0,88.77,2024
KABUPATEN PACITAN,73.04,12.69,7.9,10099.0,70.74,2024
KABUPATEN PONOROGO,73.74,13.78,7.8,11065.0,73.01,2024
KABUPATEN TRENGGALEK,74.83,12.63,7.92,10872.0,72.24,2024
KABUPATEN TULUNGAGUNG,75.11,13.36,8.68,11966.0,75.09,2024
KABUPATEN BLITAR,74.54,12.67,7.87,12020.0,73.09,2024
KABUPATEN KEDIRI,73.47,13.63,8.26,12388.0,74.44,2024
KABUPATEN MALANG,73.45,13.49,7.8,11190.0,72.68,2024
KABUPATEN LUMAJANG,71.14,12.41,7.27,10124.0,68.8,2024
KABUPATEN JEMBER,70.2,13.5,6.54,10700.0,69.15,2024
KABUPATEN BANYUWANGI,71.57,13.14,7.78,13320.0,73.11,2024
KABUPATEN BONDOWOSO,67.76,13.33,6.53,11689.0,68.65,2024
KABUPATEN SITUBONDO,70.11,13.2,6.93,11216.0,69.75,2024
KABUPATEN PROBOLINGGO,68.28,12.64,6.31,12258.0,68.29,2024
KABUPATEN PASURUAN,71.0,12.78,7.46,11617.0,70.73,2024
KABUPATEN SIDOARJO,74.91,15.22,10.91,15710.0,82.31,2024
KABUPATEN MOJOKERTO,73.45,12.99,9.13,13903.0,75.98,2024
KABUPATEN JOMBANG,73.42,13.61,8.78,12454.0,75.1,2024
KABUPATEN NGANJUK,72.48,13.18,8.25,13376.0,74.23,2024
KABUPATEN MADIUN,72.47,13.27,8.2,12668.0,73.74,2024
KABUPATEN MAGETAN,73.49,14.08,8.69,12915.0,75.87,2024
KABUPATEN NGAWI,73.39,12.89,7.84,12414.0,73.09,2024
KABUPATEN BOJONEGORO,72.76,13.18,7.59,11204.0,71.78,2024
KABUPATEN TUBAN,72.54,12.54,7.53,11579.0,71.23,2024
KABUPATEN LAMONGAN,73.41,14.03,8.48,12419.0,75.13,2024
KABUPATEN GRESIK,73.5,13.98,10.03,14356.0,78.45,2024
KABUPATEN BANGKALAN,70.96,11.98,6.01,9841.0,66.27,2024
KABUPATEN SAMPANG,68.81,12.55,5.08,9782.0,64.65,2024
KABUPATEN PAMEKASAN,68.48,13.69,7.17,9811.0,68.49,2024
KABUPATEN SUMENEP,72.65,13.59,6.1,10156.0,69.26,2024
KOTA KEDIRI,74.87,15.71,10.92,13670.0,81.35,2024
KOTA BLITAR,74.86,14.81,10.82,14933.0,81.27,2024
KOTA MALANG,74.33,15.79,11.14,17791.0,84.06,2024
KOTA PROBOLINGGO,71.18,13.98,9.72,13405.0,76.27,2024
KOTA PASURUAN,72.5,13.67,9.94,14664.0,77.75,2024
KOTA MOJOKERTO,74.29,14.13,11.38,14842.0,80.92,2024
KOTA MADIUN,73.65,14.54,12.11,17518.0,83.48,2024
KOTA SURABAYA,74.94,14.87,10.89,19666.0,84.14,2024
KOTA BATU,73.49,14.58,9.87,14253.0,78.79,2024
KABUPATEN PANDEGLANG,65.79,13.74,7.16,9574.0,66.99,2024
KABUPATEN LEBAK,68.34,12.11,6.61,9631.0,65.86,2024
KABUPATEN TANGERANG,70.88,12.88,9.06,13254.0,74.09,2024
KABUPATEN SERANG,65.9,12.87,7.88,11767.0,69.03,2024
KOTA TANGERANG,72.46,13.9,11.14,15641.0,80.02,2024
KOTA CILEGON,67.66,13.23,10.39,14294.0,75.14,2024
KOTA SERANG,69.27,12.83,8.93,14603.0,73.99,2024
KOTA TANGERANG SELATAN,73.31,14.7,11.86,17028.0,82.89,2024
KABUPATEN JEMBRANA,73.51,13.05,8.7,12638.0,74.6,2024
KABUPATEN TABANAN,74.8,13.29,9.57,15297.0,78.42,2024
KABUPATEN BADUNG,76.18,14.23,11.14,18556.0,83.87,2024
KABUPATEN GIANYAR,74.86,14.11,9.84,15577.0,79.82,2024
KABUPATEN KLUNGKUNG,72.5,13.13,8.74,12358.0,74.04,2024
KABUPATEN BANGLI,71.63,12.53,7.58,12148.0,71.34,2024
KABUPATEN KARANG ASEM,71.53,12.91,6.7,11176.0,69.74,2024
KABUPATEN BULELENG,72.92,13.3,7.69,14377.0,74.52,2024
KOTA DENPASAR,76.01,14.13,11.53,20763.0,85.22,2024
KABUPATEN LOMBOK BARAT,68.35,13.99,6.88,12431.0,70.67,2024
KABUPATEN LOMBOK TENGAH,67.32,13.89,6.73,11531.0,69.17,2024
KABUPATEN LOMBOK TIMUR,67.2,14.07,7.36,10571.0,69.23,2024
KABUPATEN SUMBAWA,68.81,13.34,8.59,10349.0,70.55,2024
KABUPATEN DOMPU,67.99,13.84,9.04,9971.0,70.78,2024
KABUPATEN BIMA,67.52,13.66,8.3,9418.0,68.94,2024
KABUPATEN SUMBAWA BARAT,69.54,13.68,8.99,12841.0,73.86,2024
KABUPATEN LOMBOK UTARA,68.43,13.02,6.4,10272.0,67.24,2024
KOTA MATARAM,72.75,15.68,9.58,16514.0,80.6,2024
KOTA BIMA,71.41,15.08,10.96,12362.0,78.04,2024
KABUPATEN SUMBA BARAT,67.72,13.4,7.17,8243.0,66.06,2024
KABUPATEN SUMBA TIMUR,66.05,12.87,7.77,10280.0,67.68,2024
KABUPATEN KUPANG,65.95,13.9,7.62,8508.0,66.57,2024
KABUPATEN TIMOR TENGAH SELATAN,67.03,12.62,7.21,7755.0,64.36,2024
KABUPATEN TIMOR TENGAH UTARA,67.82,13.36,8.17,7242.0,65.83,2024
KABUPATEN BELU,65.93,12.32,7.5,8159.0,64.43,2024
KABUPATEN ALOR,62.62,12.48,8.61,7806.0,63.82,2024
KABUPATEN LEMBATA,68.12,12.47,8.27,8238.0,66.62,2024
KABUPATEN FLORES TIMUR,66.21,12.96,8.06,8505.0,66.29,2024
KABUPATEN SIKKA,68.52,13.67,6.99,9019.0,67.41,2024
KABUPATEN ENDE,66.3,13.83,8.29,10009.0,69.11,2024
KABUPATEN NGADA,68.92,12.75,8.83,9585.0,69.52,2024
KABUPATEN MANGGARAI,67.89,13.73,7.91,8204.0,67.28,2024
KABUPATEN ROTE NDAO,65.85,13.23,7.83,7365.0,64.59,2024
KABUPATEN MANGGARAI BARAT,68.3,12.54,8.21,8195.0,66.65,2024
KABUPATEN SUMBA TENGAH,69.1,13.14,7.23,6743.0,64.31,2024
KABUPATEN SUMBA BARAT DAYA,69.2,13.11,6.39,7358.0,64.27,2024
KABUPATEN NAGEKEO,68.17,12.69,8.23,8986.0,67.72,2024
KABUPATEN MANGGARAI TIMUR,68.69,12.66,7.96,6561.0,64.2,2024
KABUPATEN SABU RAIJUA,61.27,13.19,6.99,6207.0,59.58,2024
KABUPATEN MALAKA,65.99,12.83,7.14,6879.0,62.73,2024
KOTA KUPANG,70.84,16.54,11.64,14001.0,81.08,2024
KABUPATEN SAMBAS,70.11,12.76,6.76,11538.0,69.31,2024
KABUPATEN BENGKAYANG,74.42,12.22,7.41,10208.0,70.3,2024
KABUPATEN LANDAK,74.0,12.54,7.46,8868.0,69.08,2024
KABUPATEN MEMPAWAH,71.87,12.9,7.21,9163.0,68.56,2024
KABUPATEN SANGGAU,71.91,11.88,7.47,9728.0,68.43,2024
KABUPATEN KETAPANG,71.64,11.97,7.68,10472.0,69.42,2024
KABUPATEN SINTANG,72.72,12.32,7.65,9657.0,69.42,2024
KABUPATEN KAPUAS HULU,73.05,12.23,8.03,8470.0,68.58,2024
KABUPATEN SEKADAU,72.96,11.93,7.23,8511.0,67.25,2024
KABUPATEN MELAWI,73.49,11.37,7.66,9596.0,68.66,2024
KABUPATEN KAYONG UTARA,69.51,12.2,6.54,9016.0,65.74,2024
KABUPATEN KUBU RAYA,71.44,13.9,7.05,10132.0,70.25,2024
KOTA PONTIANAK,74.15,15.06,10.47,16212.0,81.57,2024
KOTA SINGKAWANG,72.98,12.95,8.22,12945.0,73.87,2024
KABUPATEN KEPULAUAN MENTAWAI,65.27,12.91,8.03,7192.0,63.99,2024
KABUPATEN PESISIR SELATAN,71.59,13.37,8.81,10211.0,72.02,2024
KABUPATEN SOLOK,69.8,13.56,7.91,10988.0,71.02,2024
KABUPATEN SIJUNJUNG,67.32,12.76,8.62,11395.0,70.23,2024
KABUPATEN TANAH DATAR,70.96,15.05,9.29,11223.0,74.9,2024
KABUPATEN PADANG PARIAMAN,70.1,14.2,8.42,11756.0,73.1,2024
KABUPATEN AGAM,73.47,14.16,9.23,10686.0,74.66,2024
KABUPATEN LIMA PULUH KOTA,70.46,13.42,8.13,10648.0,71.14,2024
KABUPATEN PASAMAN,68.61,13.52,8.14,9194.0,68.89,2024
KABUPATEN SOLOK SELATAN,68.99,13.07,8.85,11240.0,71.5,2024
KABUPATEN DHARMASRAYA,72.6,12.89,8.98,12254.0,74.06,2024
KABUPATEN PASAMAN BARAT,68.81,13.72,8.99,9888.0,70.93,2024
KOTA PADANG,74.42,16.57,11.63,15458.0,83.99,2024
KOTA SOLOK,74.73,14.37,11.37,12995.0,80.0,2024
KOTA SAWAH LUNTO,70.92,13.86,10.53,11187.0,75.13,2024
KOTA PADANG PANJANG,73.61,15.47,12.0,11840.0,80.17,2024
KOTA BUKITTINGGI,75.42,15.28,11.65,14297.0,82.51,2024
KOTA PAYAKUMBUH,74.77,14.57,10.89,14260.0,80.61,2024
KOTA PARIAMAN,71.17,14.8,11.06,13784.0,78.88,2024
KABUPATEN KOTAWARINGIN BARAT,71.38,12.78,8.77,14095.0,74.44,2024
KABUPATEN KOTAWARINGIN TIMUR,70.51,12.89,8.18,13042.0,72.66,2024
KABUPATEN KAPUAS,69.34,13.01,7.93,12265.0,71.32,2024
KABUPATEN BARITO SELATAN,67.86,13.0,9.22,12508.0,72.36,2024
KABUPATEN BARITO UTARA,71.8,12.55,8.92,11150.0,72.31,2024
KABUPATEN SUKAMARA,72.15,12.17,8.18,9809.0,69.85,2024
KABUPATEN LAMANDAU,69.98,12.53,8.82,12278.0,72.25,2024
KABUPATEN SERUYAN,69.72,12.04,8.01,10474.0,69.05,2024
KABUPATEN KATINGAN,66.52,12.99,8.95,11691.0,70.7,2024
KABUPATEN PULANG PISAU,68.74,12.52,8.42,11207.0,70.27,2024
KABUPATEN GUNUNG MAS,71.1,12.1,9.37,11902.0,72.73,2024
KABUPATEN BARITO TIMUR,69.02,12.88,9.54,12576.0,73.26,2024
KABUPATEN MURUNG RAYA,70.04,12.05,7.94,11503.0,70.03,2024
KOTA PALANGKA RAYA,73.82,15.13,11.66,15188.0,82.2,2024
KABUPATEN TANAH LAUT,70.31,12.43,7.94,12595.0,71.43,2024
KABUPATEN KOTA BARU,69.93,12.08,7.56,12929.0,70.61,2024
KABUPATEN BANJAR,68.26,13.04,7.95,13683.0,71.87,2024
KABUPATEN BARITO KUALA,67.07,12.56,7.92,11168.0,68.84,2024
KABUPATEN TAPIN,71.35,12.34,8.15,13163.0,72.51,2024
KABUPATEN HULU SUNGAI SELATAN,67.17,12.48,8.09,14150.0,71.21,2024
KABUPATEN HULU SUNGAI TENGAH,67.12,12.31,8.35,13176.0,70.69,2024
KABUPATEN HULU SUNGAI UTARA,65.26,13.21,7.78,10981.0,68.28,2024
KABUPATEN TABALONG,71.46,12.92,9.15,13097.0,74.41,2024
KABUPATEN TANAH BUMBU,71.11,12.61,8.43,13026.0,72.95,2024
KABUPATEN BALANGAN,68.59,13.09,8.13,12325.0,71.34,2024
KOTA BANJARMASIN,72.1,14.01,10.35,15714.0,79.05,2024
KOTA BANJAR BARU,72.82,14.86,11.0,14927.0,80.51,2024
KABUPATEN PASER,73.17,13.38,8.92,12181.0,74.7,2024
KABUPATEN KUTAI BARAT,73.37,13.36,8.89,11903.0,74.5,2024
KABUPATEN KUTAI KARTANEGARA,72.94,13.65,9.27,12957.0,75.91,2024
KABUPATEN KUTAI TIMUR,73.75,13.02,9.47,12490.0,75.53,2024
KABUPATEN BERAU,72.59,13.37,9.57,14101.0,76.66,2024
KABUPATEN PENAJAM PASER UTARA,72.04,12.87,8.57,13100.0,73.9,2024
KABUPATEN MAHAKAM HULU,72.65,12.78,8.5,9126.0,70.35,2024
KOTA BALIKPAPAN,75.1,14.25,10.99,16854.0,82.24,2024
KOTA SAMARINDA,74.9,15.4,10.95,16160.0,82.81,2024
KOTA BONTANG,74.88,13.73,10.97,18394.0,82.42,2024
KABUPATEN MALINAU,71.53,13.35,9.63,11190.0,73.9,2024
KABUPATEN BULUNGAN,72.81,13.25,9.23,10581.0,73.34,2024
KABUPATEN TANA TIDUNG,71.57,12.61,9.24,8707.0,70.08,2024
KABUPATEN NUNUKAN,71.44,12.69,8.39,8265.0,68.52,2024
KOTA TARAKAN,74.11,14.22,10.37,12451.0,77.96,2024
KABUPATEN BOLAANG MONGONDOW,70.31,11.65,8.38,11507.0,70.29,2024
KABUPATEN MINAHASA,72.11,14.19,10.23,13681.0,77.74,2024
KABUPATEN KEPULAUAN SANGIHE,70.99,12.61,8.65,12409.0,72.71,2024
KABUPATEN KEPULAUAN TALAUD,71.21,12.67,9.96,9512.0,71.77,2024
KABUPATEN MINAHASA SELATAN,70.94,13.02,9.43,12529.0,74.17,2024
KABUPATEN MINAHASA UTARA,72.27,13.08,10.35,12412.0,75.89,2024
KABUPATEN BOLAANG MONGONDOW UTARA,68.56,12.39,8.61,10170.0,69.32,2024
KABUPATEN SIAU TAGULANDANG BIARO,71.87,12.04,9.43,9062.0,70.31,2024
KABUPATEN MINAHASA TENGGARA,71.17,12.6,9.14,11511.0,72.66,2024
KABUPATEN BOLAANG MONGONDOW SELATAN,65.11,12.34,8.28,10114.0,67.14,2024
KABUPATEN BOLAANG MONGONDOW TIMUR,68.73,11.91,8.29,10191.0,68.53,2024
KOTA MANADO,72.78,14.2,11.46,15301.0,80.63,2024
KOTA BITUNG,71.95,12.67,9.96,13539.0,75.71,2024
KOTA TOMOHON,73.17,14.38,11.03,13045.0,78.89,2024
KOTA KOTAMOBAGU,71.63,13.05,10.35,12074.0,75.27,2024
KABUPATEN BANGGAI KEPULAUAN,67.08,13.11,8.7,8375.0,67.43,2024
KABUPATEN BANGGAI,71.09,13.35,8.81,10772.0,72.32,2024
KABUPATEN MOROWALI,69.41,13.39,9.38,12281.0,73.54,2024
KABUPATEN POSO,71.34,13.75,9.54,9948.0,72.87,2024
KABUPATEN DONGGALA,68.01,12.62,8.0,9117.0,67.45,2024
KABUPATEN TOLI-TOLI,67.03,13.17,8.91,8918.0,68.37,2024
KABUPATEN BUOL,69.99,13.18,9.2,9051.0,70.28,2024
KABUPATEN PARIGI MOUTONG,64.66,12.52,8.05,10846.0,67.49,2024
KABUPATEN TOJO UNA-UNA,66.6,12.43,8.56,8863.0,66.97,2024
KABUPATEN SIGI,70.48,13.13,9.04,9254.0,70.51,2024
KABUPATEN BANGGAI LAUT,66.31,13.04,8.65,8776.0,67.43,2024
KABUPATEN MOROWALI UTARA,70.06,12.44,9.13,10032.0,70.58,2024
KOTA PALU,71.56,16.52,11.75,15941.0,82.88,2024
KABUPATEN KEPULAUAN SELAYAR,69.26,12.84,8.49,10235.0,70.03,2024
KABUPATEN BULUKUMBA,69.0,13.45,8.52,11807.0,71.97,2024
KABUPATEN BANTAENG,71.3,12.79,7.26,12719.0,71.48,2024
KABUPATEN JENEPONTO,67.16,12.14,7.01,10158.0,66.38,2024
KABUPATEN TAKALAR,68.11,12.5,7.73,11679.0,69.47,2024
KABUPATEN GOWA,71.06,13.71,8.53,10700.0,72.26,2024
KABUPATEN SINJAI,68.13,13.27,7.82,10665.0,69.52,2024
KABUPATEN MAROS,69.68,13.51,8.05,12209.0,72.11,2024
KABUPATEN PANGKAJENE DAN KEPULAUAN,67.59,12.81,8.47,12643.0,71.22,2024
KABUPATEN BARRU,69.73,13.63,8.8,12058.0,73.06,2024
KABUPATEN BONE,68.1,13.02,7.55,10084.0,68.36,2024
KABUPATEN SOPPENG,70.79,13.22,8.45,10547.0,71.39,2024
KABUPATEN WAJO,68.32,13.32,7.46,13608.0,71.52,2024
KABUPATEN SIDENRENG RAPPANG,71.03,13.03,8.21,13209.0,73.21,2024
KABUPATEN PINRANG,70.65,13.28,8.53,13010.0,73.55,2024
KABUPATEN ENREKANG,71.51,13.88,9.11,12138.0,74.61,2024
KABUPATEN LUWU,71.23,13.43,8.81,11121.0,72.79,2024
KABUPATEN TANA TORAJA,74.23,14.1,8.77,8319.0,71.67,2024
KABUPATEN LUWU UTARA,69.67,12.61,8.37,12866.0,72.07,2024
KABUPATEN LUWU TIMUR,71.42,13.18,8.94,13867.0,74.95,2024
KABUPATEN TORAJA UTARA,74.0,13.43,8.54,9292.0,71.85,2024
KOTA MAKASSAR,72.78,15.62,11.57,18386.0,83.9,2024
KOTA PAREPARE,71.98,14.55,10.88,14928.0,79.64,2024
KOTA PALOPO,71.6,15.13,11.16,14369.0,79.94,2024
KABUPATEN BUTON,68.67,13.89,8.63,8401.0,68.88,2024
KABUPATEN MUNA,70.67,14.17,8.71,9107.0,71.05,2024
KABUPATEN KONAWE,70.52,13.05,9.69,11415.0,73.39,2024
KABUPATEN KOLAKA,71.56,13.04,9.38,13534.0,75.18,2024
KABUPATEN KONAWE SELATAN,71.1,12.79,8.76,10250.0,71.19,2024
KABUPATEN BOMBANA,69.49,11.91,8.1,9692.0,68.15,2024
KABUPATEN WAKATOBI,70.87,13.53,8.53,10739.0,72.02,2024
KABUPATEN KOLAKA UTARA,70.56,12.22,8.82,11650.0,71.7,2024
KABUPATEN BUTON UTARA,71.09,13.32,9.24,8746.0,70.6,2024
KABUPATEN KONAWE UTARA,69.78,13.13,9.61,10658.0,72.32,2024
KABUPATEN KOLAKA TIMUR,73.13,12.71,8.43,9012.0,70.27,2024
KABUPATEN KONAWE KEPULAUAN,68.6,12.55,9.46,7996.0,67.99,2024
KABUPATEN MUNA BARAT,70.55,12.74,8.09,8458.0,68.06,2024
KABUPATEN BUTON TENGAH,68.03,13.22,7.35,8434.0,66.47,2024
KABUPATEN BUTON SELATAN,67.97,13.36,7.75,8386.0,67.0,2024
KOTA KENDARI,74.23,16.92,12.55,15651.0,85.33,2024
KOTA BAUBAU,71.67,15.53,11.03,11755.0,78.13,2024
KABUPATEN BOALEMO,70.11,12.49,7.31,10401.0,68.74,2024
KABUPATEN GORONTALO,68.23,13.22,7.95,10645.0,69.66,2024
KABUPATEN POHUWATO,65.18,12.48,7.78,11618.0,68.02,2024
KABUPATEN BONE BOLANGO,69.49,13.69,8.52,11717.0,72.38,2024
KABUPATEN GORONTALO UTARA,66.95,12.5,7.4,10476.0,67.46,2024
KOTA GORONTALO,73.55,14.59,10.41,13860.0,79.18,2024
KABUPATEN MAJENE,62.89,13.72,9.46,10909.0,69.42,2024
KABUPATEN POLEWALI MANDAR,63.46,13.5,7.72,9536.0,66.22,2024
KABUPATEN MAMASA,71.58,12.6,8.13,8415.0,68.37,2024
KABUPATEN MAMUJU,69.02,13.29,8.35,10440.0,70.4,2024
KABUPATEN PASANGKAYU,67.66,12.09,8.13,12190.0,69.73,2024
KABUPATEN MAMUJU TENGAH,69.68,12.68,7.94,9250.0,68.36,2024
KABUPATEN KUANTAN SINGINGI ,69.44,13.38,9.14,11182.0,72.33,2024
KABUPATEN INDRAGIRI HULU,70.86,12.6,8.43,11333.0,71.48,2024
KABUPATEN INDRAGIRI HILIR,68.7,12.21,7.32,11050.0,68.38,2024
KABUPATEN PELALAWAN,72.13,12.91,8.96,12575.0,74.08,2024
KABUPATEN SIAK,71.75,12.89,9.92,13080.0,75.45,2024
KABUPATEN KAMPAR,71.56,13.61,9.58,12034.0,74.85,2024
KABUPATEN ROKAN HULU,70.95,12.94,8.94,10586.0,71.82,2024
KABUPATEN BENGKALIS,71.92,13.44,9.74,12321.0,75.28,2024
KABUPATEN ROKAN HILIR,71.11,12.89,8.53,10447.0,71.2,2024
KABUPATEN KEPULAUAN MERANTI,68.48,12.87,8.12,8988.0,67.92,2024
KOTA PEKANBARU,73.21,15.84,11.96,15212.0,82.89,2024
KOTA DUMAI,71.78,13.35,10.29,12847.0,76.19,2024
KABUPATEN MLUKU TENGGARA BARAT,64.11,12.34,9.92,7091.0,64.83,2024
KABUPATEN MALUKU TENGGARA,66.02,12.91,9.84,8553.0,68.24,2024
KABUPATEN MALUKU TENGAH,67.26,14.67,9.79,11183.0,73.21,2024
KABUPATEN BURU,67.21,13.24,9.02,11261.0,71.01,2024
KABUPATEN KEPULAUAN ARU,63.76,12.37,9.21,8488.0,65.83,2024
KABUPATEN SERAM BAGIAN BARAT,62.9,13.7,9.59,9706.0,68.39,2024
KABUPATEN SERAM BAGIAN TIMUR,60.8,12.92,9.0,10049.0,66.24,2024
KABUPATEN MALUKU BARAT DAYA,63.7,12.71,9.13,7600.0,64.86,2024
KABUPATEN BURU SELATAN,67.15,12.85,8.48,8474.0,67.09,2024
KOTA AMBON,71.62,16.08,12.24,15196.0,82.56,2024
KOTA TUAL,67.01,14.02,10.67,8238.0,70.21,2024
KABUPATEN HALMAHERA BARAT,67.13,13.25,8.59,8426.0,67.53,2024
KABUPATEN HALMAHERA TENGAH,65.35,13.52,9.2,9140.0,68.45,2024
KABUPATEN KEPULAUAN SULA,64.22,12.98,9.17,8020.0,65.99,2024
KABUPATEN HALMAHERA SELATAN,66.71,13.04,8.42,8210.0,66.66,2024
KABUPATEN HALMAHERA UTARA,70.35,13.69,8.67,8607.0,69.78,2024
KABUPATEN HALMAHERA TIMUR,70.04,12.89,8.88,8999.0,69.58,2024
KABUPATEN PULAU MOROTAI,68.39,13.02,7.73,7523.0,65.68,2024
KABUPATEN PULAU TALIABU,63.05,12.88,7.99,7226.0,62.9,2024
KOTA TERNATE,71.98,15.92,12.08,14731.0,82.12,2024
KOTA TIDORE KEPULAUAN,70.22,14.49,10.12,9269.0,72.91,2024
KABUPATEN FAKFAK,69.16,14.79,9.32,8159.0,70.39,2024
KABUPATEN KAIMANA,65.86,12.51,8.97,9242.0,67.6,2024
KABUPATEN TELUK WONDAMA,61.08,11.91,7.38,8887.0,62.36,2024
KABUPATEN TELUK BINTUNI,62.04,12.62,8.67,10592.0,66.75,2024
KABUPATEN MANOKWARI,69.8,13.79,8.67,13008.0,73.83,2024
KABUPATEN MANOKWARI SELATAN,68.26,12.78,7.17,6139.0,62.45,2024
KABUPATEN PEGUNUNGAN ARFAK,67.84,11.8,5.72,5722.0,58.73,2024
KABUPATEN JAYAPURA,68.08,14.59,10.57,10848.0,74.11,2024
KABUPATEN KEPULAUAN YAPEN,69.83,12.82,9.71,8409.0,69.65,2024
KABUPATEN BIAK NUMFOR,68.97,14.24,10.55,10600.0,73.98,2024
KABUPATEN SARMI,67.38,12.38,9.61,7499.0,66.72,2024
KABUPATEN KEEROM,67.44,12.52,8.58,9967.0,68.68,2024
KABUPATEN WAROPEN,67.11,12.85,9.42,7569.0,66.92,2024
KABUPATEN SUPIORI,66.93,13.2,9.21,6474.0,65.15,2024
KABUPATEN MAMBERAMO RAYA,58.71,12.04,6.49,5298.0,55.0,2024
KOTA JAYAPURA,71.41,15.27,12.07,15408.0,81.67,2024
KABUPATEN NDUGA,55.74,4.45,1.92,4597.0,36.3,2024
KABUPATEN LANNY JAYA,66.62,9.44,3.83,5026.0,51.59,2024
KABUPATEN MAMBERAMO TENGAH,64.18,9.78,3.7,4943.0,50.72,2024
KABUPATEN YALIMO,66.12,9.8,3.55,5226.0,51.85,2024
KABUPATEN YAHUKIMO,66.55,8.05,4.35,5747.0,51.98,2024
KABUPATEN PEGUNUNGAN BINTANG,65.17,7.01,3.51,6196.0,49.36,2024
KABUPATEN TOLIKARA,66.53,9.03,3.69,5653.0,52.05,2024
KABUPATEN JAYAWIJAYA,60.65,12.85,5.99,8534.0,61.03,2024
KABUPATEN MERAUKE,67.77,14.48,9.37,11077.0,72.73,2024
KABUPATEN BOVEN DIGOEL,61.21,11.67,9.42,8616.0,64.26,2024
KABUPATEN MAPPI,66.01,11.29,7.16,7068.0,61.51,2024
KABUPATEN ASMAT,59.36,9.71,5.82,6262.0,53.92,2024
KABUPATEN NABIRE,69.02,12.82,10.42,9856.0,71.77,2024
KABUPATEN PANIAI,67.38,10.54,4.81,7470.0,58.69,2024
KABUPATEN PUNCAK JAYA,66.04,7.53,4.42,6091.0,51.78,2024
KABUPATEN MIMIKA,73.06,13.16,10.72,12487.0,76.85,2024
KABUPATEN PUNCAK,66.53,5.6,2.39,6091.0,45.6,2024
KABUPATEN DOGIYAI,66.5,10.63,4.98,6755.0,57.68,2024
KABUPATEN INTAN JAYA,66.18,7.7,3.28,6463.0,50.71,2024
KABUPATEN DEIYAI,66.07,9.86,3.29,5509.0,52.07,2024
KABUPATEN SORONG SELATAN,67.14,13.29,7.76,6928.0,64.5,2024
KABUPATEN SORONG,67.12,14.08,8.74,8283.0,68.29,2024
KABUPATEN RAJA AMPAT,65.56,12.12,8.4,8761.0,65.86,2024
KABUPATEN TAMBRAUW,61.35,12.45,5.89,5489.0,56.32,2024
KABUPATEN MAYBRAT,65.97,13.51,7.44,5824.0,61.83,2024
KOTA SORONG,71.97,14.43,11.57,14368.0,79.93,2024
KABUPATEN KERINCI,70.8,13.92,8.6,11441.0,73.11,2024
KABUPATEN MERANGIN,71.95,12.26,8.4,11425.0,71.66,2024
KABUPATEN SAROLANGUN,69.92,12.6,8.35,12679.0,72.01,2024
KABUPATEN BATANG HARI,71.55,12.97,8.35,10872.0,71.67,2024
